5,250
41,250
49,250
42,250
41,250
10,250
6,250
20,250
13,250
29,250
47,250
29,250
36,250
45,250
19,250
35,250
8,250
45,250
6,250
31,250
1,250
46,250
35,250
1,250
24,250
14,250
15,250
16,250
11,250
24,250
39,250
43,250
25,250
12,250
26,250
11,250
4,250
14,250
2,250
21,250
8,250
13,250
0,250
34,250
43,250
34,250
21,250
30,250
35,250
2,250
42,250
42,250
41,250
23,250
4,250
45,250
43,250
37,250
32,250
38,250
12,250
5,250
22,250
10,250
44,250
20,250
13,250
0,250
43,250
40,250
39,250
43,250
22,250
39,250
8,250
31,250
36,250
44,250
2,250
29,250
40,250
17,250
5,250
49,250
50,250
5,250
35,250
40,250
15,250
7,250
15,250
22,250
43,250
40,250
49,250
40,250
14,250
36,250
11,250
48,250
49,250
24,250
26,250
28,250
5,250
25,250
18,250
5,250
37,250
38,250
21,250
12,250
26,250
44,250
7,250
2,250
25,250
40,250
12,250
27,250
45,250
25,250
26,250
31,250
29,250
8,250
24,250
36,250
43,250
8,250
44,250
16,250
26,250
5,250
21,250
40,250
30,250
5,250
26,250
1,250
5,250
46,250
20,250
5,250
22,250
8,250
25,250
30,250
41,250
4,250
7,250
17,250
45,250
33,250
1,250
49,250
11,250
6,250
17,250
47,250
11,250
1,250
20,250
8,250
47,250
22,250
46,250
12,250
36,250
28,250
9,250
0,250
25,250
23,250
28,250
30,250
2,250
9,250
13,250
16,250
13,250
5,250
15,250
42,250
38,250
20,250
45,250
13,250
45,250
12,250
26,250
20,250
48,250
16,250
45,250
47,250
26,250
29,250
25,250
2,250
44,250
28,250
24,250
3,250
10,250
12,250
15,250
12,250
29,250
40,250
29,250
36,250
23,250
1,250
38,250
19,250
22,250
41,250
34,250
49,250
0,250
5,250
41,250
16,250
35,250
10,250
12,250
24,250
48,250
22,250
29,250
17,250
24,250
45,250
19,250
25,250
7,250
24,250
24,250
7,250
0,250
20,250
21,250
8,250
9,250
33,250
41,250
25,250
47,250
7,250
30,250
25,250
32,250
49,250
28,250
41,250
2,250
34,250
40,250
47,250
16,250
24,250
34,250
40,250
30,250
17,250
4,250
5,250
21,250
27,250
3,250
33,250
11,250
30,250
31,250
1,250
17,250
20,250
18,250
37,250
8,250
24,250
13,250
20,250
9,250
43,250
17,250
40,250
4,250
30,250
34,250
18,250
11,250
37,250
43,250
31,250
48,250
34,250
38,250
29,250
6,250
4,250
6,250
20,250
31,250
25,250
6,250
14,250
16,250
13,250
14,250
35,250
47,250
3,250
20,250
48,250
3,250
31,250
14,250
44,250
47,250
43,250
1,250
4,250
9,250
6,250
18,250
29,250
6,250
47,250
26,250
13,250
7,250
14,250
5,250
22,250
41,250
49,250
24,250
12,250
22,250
18,250
21,250
12,250
20,250
34,250
50,250
50,250
49,250
21,250
12,250
45,250
35,250
48,250
38,250
40,250
14,250
41,250
30,250
23,250
44,250
2,250
27,250
49,250
26,250
23,250
12,250
37,250
32,250
15,250
35,250
23,250
40,250
24,250
26,250
50,250
24,250
14,250
30,250
45,250
9,250
21,250
29,250
20,250
26,250
31,250
21,250
29,250
6,250
9,250
12,250
40,250
1,250
25,250
31,250
13,250
42,250
44,250
20,250
45,250
19,250
45,250
7,250
4,250
15,250
48,250
28,250
13,250
36,250
47,250
46,250
0,250
1,250
40,250
43,250
26,250
48,250
42,250
15,250
12,250
47,250
31,250
35,250
30,250
7,250
24,250
42,250
40,250
48,250
44,250
48,250
5,250
16,250
32,250
45,250
13,250
43,250
46,250
16,250
47,250
20,250
0,250
30,250
2,250
43,250
42,250
5,250
3,250
35,250
4,250
45,250
48,250
2,250
49,250
40,250
34,250
49,250
5,250
22,250
7,250
1,250
5,250
5,250
16,250
23,250
49,250
10,250
48,250
1,250
24,250
5,250
39,250
40,250
27,250
19,250
50,250
9,250
22,250
1,250
40,250
16,250
39,250
21,250
10,250
21,250
45,250
33,250
47,250
39,250
1,250
10,250
25,250
32,250
5,250
15,250
41,250
26,250
36,250
14,250
44,250
38,250
27,250
45,250
49,250
39,250
45,250
17,250
10,250
42,250
41,250
38,250
6,250
24,250
3,250
43,250
37,250
35,250
36,250
45,250
3,250
49,250
5,250
37,250
5,250
19,250
11,250
1,250
40,250
11,250
41,250
19,250
38,250
19,250
32,250
30,250
47,250
29,250
39,250
29,250
29,250
37,250
20,250
32,250
41,250
15,250
35,250
49,250
7,250
14,250
22,250
4,250
18,250
6,250
28,250
12,250
25,250
23,250
30,250
36,250
21,250
36,250
22,250
47,250
42,250
49,250
49,250
27,250
12,250
46,250
14,250
46,250
13,250
35,250
5,250
16,250
10,250
49,250
18,250
40,250
14,250
36,250
44,250
14,250
1,250
8,250
13,250
24,250
14,250
36,250
23,250
6,250
49,250
21,250
18,250
8,250
32,250
40,250
49,250
17,250
48,250
13,250
16,250
5,250
15,250
22,250
34,250
8,250
21,250
32,250
3,250
9,250
14,250
24,250
17,250
9,250
21,250
37,250
8,250
50,250
2,250
46,250
40,250
32,250
19,250
50,250
27,250
41,250
43,250
6,250
37,250
48,250
10,250
20,250
20,250
2,250
40,250
1,250
25,250
41,250
4,250
24,250
49,250
39,250
28,250
35,250
16,250
3,250
42,250
1,250
9,250
24,250
24,250
3,250
4,250
6,250
43,250
26,250
2,250
10,250
39,250
16,250
3,250
47,250
43,250
15,250
19,250
23,250
13,250
21,250
23,250
7,250
0,250
8,250
14,250
5,250
14,250
23,250
20,250
18,250
13,250
24,250
11,250
31,250
47,250
12,250
22,250
46,250
46,250
6,250
2,250
21,250
30,250
2,250
25,250
50,250
31,250
5,250
38,250
32,250
49,250
15,250
9,250
11,250
21,250
20,250
24,250
49,250
45,250
8,250
35,250
14,250
32,250
14,250
24,250
43,250
0,250
29,250
43,250
50,250
27,250
31,250
11,250
47,250
12,250
41,250
39,250
40,250
13,250
23,250
2,250
30,250
3,250
13,250
23,250
40,250
12,250
45,250
43,250
9,250
5,250
7,250
12,250
37,250
11,250
26,250
47,250
40,250
22,250
20,250
42,250
25,250
36,250
29,250
19,250
14,250
19,250
39,250
22,250
2,250
10,250
9,250
19,250
17,250
13,250
1,250
47,250
43,250
33,250
20,250
11,250
14,250
41,250
32,250
38,250
26,250
13,250
3,250
9,250
27,250
20,250
38,250
10,250
24,250
3,250
27,250
15,250
5,250
33,250
40,250
33,250
35,250
9,250
45,250
29,250
24,250
23,250
5,250
6,250
26,250
48,250
6,250
41,250
40,250
37,250
46,250
35,250
34,250
41,250
20,250
22,250
20,250
44,250
6,250
7,250
43,250
41,250
27,250
40,250
21,250
6,250
33,250
23,250
31,250
21,250
12,250
6,250
1,250
8,250
34,250
24,250
2,250
34,250
18,250
32,250
34,250
39,250
35,250
25,250
14,250
1,250
42,250
43,250
44,250
15,250
17,250
27,250
32,250
5,250
44,250
8,250
10,250
3,250
33,250
4,250
14,250
38,250
5,250
36,250
25,250
13,250
31,250
49,250
18,250
43,250
18,250
42,250
40,250
3,250
37,250
3,250
14,250
18,250
1,250
4,250
43,250
28,250
45,250
29,250
26,250
15,250
1,250
30,250
1,250
46,250
16,250
27,250
44,250
15,250
11,250
43,250
15,250
7,250
43,250
36,250
25,250
33,250
22,250
26,250
47,250
48,250
46,250
28,250
33,250
21,250
24,250
0,250
4,250
7,250
18,250
27,250
21,250
42,250
48,250
15,250
8,250
32,250
25,250
31,250
31,250
5,250
49,250
43,250
10,250
48,250
50,250
44,250
31,250
13,250
20,250
33,250
48,250
27,250
7,250
19,250
47,250
39,250
35,250
41,250
41,250
25,250
4,250
42,250
32,250
6,250
36,250
19,250
42,250
1,250
34,250
47,250
10,250
11,250
25,250
44,250
9,250
13,250
8,250
0,250
49,250
42,250
6,250
17,250
4,250
3,250
50,250
22,250
39,250
3,250
13,250
17,250
42,250
46,250
10,250
21,250
3,250
36,250
0,250
13,250
36,250
29,250
19,250
17,250
36,250
1,250
45,250
23,250
30,250
35,250
4,250
15,250
19,250
49,250
20,250
14,250
31,250
1,250
12,250
35,250
45,250
23,250
