4,20
10,185
17,200
4,55
42,65
49,145
26,125
14,45
11,140
45,185
49,45
11,165
33,60
6,165
10,30
25,190
26,135
30,120
10,240
36,95
32,200
43,205
47,205
37,205
47,165
17,55
49,85
24,10
22,130
45,75
13,155
3,185
17,25
11,165
29,60
48,35
14,190
3,215
49,210
28,130
35,175
40,130
20,60
3,210
4,135
20,235
49,110
49,205
16,155
2,190
2,135
23,140
37,45
1,240
27,80
3,50
16,30
15,210
36,195
4,185
6,60
14,225
6,35
10,150
8,220
28,200
46,210
11,130
6,110
22,190
37,240
4,40
27,100
43,55
13,155
30,105
27,155
40,95
45,120
24,50
9,245
9,15
41,150
17,20
47,195
18,45
48,245
9,115
1,160
6,105
32,160
29,235
15,70
45,65
9,5
46,185
18,220
10,25
22,85
7,235
37,225
28,100
8,190
21,125
20,50
7,30
41,185
49,80
50,55
40,100
48,240
35,15
31,95
30,245
26,145
19,55
46,215
1,70
28,200
6,195
35,190
36,30
10,210
13,130
39,225
25,245
5,35
0,170
12,20
23,195
12,235
46,125
34,75
44,195
19,215
46,35
48,115
30,45
4,35
2,150
28,120
49,60
11,105
18,5
35,205
21,75
31,140
16,30
24,205
20,220
49,130
15,230
3,120
12,170
11,140
50,10
23,105
10,90
1,50
3,205
31,65
24,15
23,165
7,160
27,165
19,130
14,195
3,180
45,170
33,220
42,160
0,105
24,50
32,170
37,80
44,230
1,175
47,160
9,125
0,165
31,150
35,5
10,5
10,25
39,150
28,55
38,105
33,90
22,105
1,35
38,15
5,35
41,65
38,250
15,130
16,210
8,25
6,150
31,70
5,180
49,180
37,235
38,195
42,160
8,20
10,225
35,120
36,145
34,40
1,95
42,160
49,40
25,200
21,35
24,140
38,175
34,235
39,245
14,215
36,145
48,15
23,80
32,5
49,5
40,80
36,55
6,240
22,115
27,25
36,70
2,155
28,40
1,50
42,25
17,235
44,180
13,10
43,40
22,70
2,160
21,75
37,100
42,160
1,50
24,30
49,175
26,240
48,20
31,155
42,45
32,85
38,170
29,95
1,235
33,30
0,250
5,75
8,185
17,0
